example_id,split,text,context,true_label,num_models_correct,num_models_wrong,total_models,num_FN,num_FP,models_wrong,models_correct,pred_gemma2_9b_context,pred_gemma2_9b_no_context,pred_qwen2.5_14b_context,pred_qwen2.5_14b_no_context,pred_phi3_medium_context,pred_phi3_medium_no_context
512,train,DOROTHY: To feed the cat Rose.,DOROTHY: Your kidney? | BLANCHE: My kidney. | ROSE: Why would she need a kidney?,1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
410,train,DOROTHY: A hand puppet Rose.,PERSON: So you have replaced me. | ROSE: With what?,1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
516,train,JOEY: Uh-huh!,ROSS: I've had better. | JOEY: Okay! When?! | ROSS: All right! All right! It was the best nap ever!,0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
342,train,"SHELDON: Hey, you taught me something. Who would have thought it?","SHELDON: Why not? It seems like you're improvising your entire curriculum. | PENNY: This is all about listening and responding. | SHELDON: Gotcha. | PENNY: I'm going to create a character and a situation, and you just jump in when you feel it. | SHELDON: All right. | PENNY: All right. | SHELDON: Action. | PENNY: Okay, it's not a movie. It's improv. So no one calls ""action.""",1,4,2,6,2,0,"phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context",1,1,1,1,0,0
209,train,"RACHEL: Oh boy, I just can't watch. It's too scary!","JOEY: Oh umm, my big scene is coming up. Big scene coming up. | CHANDLER: If you said, ""Big lima bean, bubbling up."" Would she understand the difference? | MONICA: Rach? What are you doing?",1,4,2,6,2,0,"phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context",1,1,1,1,0,0
169,train,PHOEBE: Why? Because she can sing and play guitar and do both at the same time?,"JOEY: Wow! This girl is good. | PHOEBE: Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before. | CHANDLER: I like her.",1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
464,train,HOWARD: Doesn't Professor Abbott's family want any of this stuff?,"RAJ: You know, I thought cleaning out a dead professor's office was gonna just be boring, but then I found his dentures and realized it's also gross.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
53,train,"CHANDLER: Hey, do you know a six-letter word for red?","JOEY: Hey! Hey! What are you guys doing up? | CHANDLER: Oh, we wanted to finish the crossword before we went to bed.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
417,train,MONICA: Am I out of control?,"MONICA: Uh, belt's to tight, gotta change the belt. Did I turn the fish? No, cause I made lasagne.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
74,train,"DOROTHY: No, I haven't taken her out of the trunk of the car yet.","PERSON: Sophia was discharged, is she here?",1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
175,train,CHANDLER: And I think my testicles may be in here too,"RACHEL: Do you guys have any exta ribbon? | CHANDLER: Oh yeah sure, what do you need? We got lace, satin, sateen, rafia, gingam , felt.",1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
200,train,RACHEL: No.,"ROSS: Okay, I can't imagine, I can't imagine my life without you. Without, without these arms, and your face, and this heart. Your good heart Rach, and, and....",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
198,train,"DOROTHY: I don't know Rose, maybe Marry Poppins has an Italian cousin.",ROSE: Isn't she happy here? | DOROTHY: I think she will be happy with Gloria | ROSE: What about us? Whose gonna keep after us. Make us linguini and tell us story about Cicily.,1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
420,train,"PERSON1: Look, please, please don't go anywhere, okay?","PERSON2: Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer. | PERSON1: Oh God... I'll be right there, Bernice.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
176,train,ROSS: If you wanna put a label on it.,"PERSON: That's funny. Who are they? | ROSS: The blond woman is my ex-wife, and the woman touching her is her... close, personal friend. | PERSON: You mean they're lovers.",1,4,2,6,2,0,"phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context",1,1,1,1,0,0
195,train,"ROSE: I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her.",DOROTHY: You what the joke going around teacher's lounge was today Ma? Me | SOPHIA: I know this joke | DOROTHY: Everybody heard on the radio that some anonymous Ma was complaining that her dependent daughter Dorothy doesn't have a life of her own. | SOPHIA: What you think of the only grey head substitute teacher named Dorothy wasting her life away in Miami?,1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
463,train,"PENNY: No, I mean, we can always go back to being friends.","SHELDON: like Mrs. Riley' s chicken. | PENNY: What's Mrs. Riley's chicken? | SHELDON: A chicken that was owned by Mrs. Riley. | PENNY: Okay, forget the chicken. | SHELDON: Well, I wish I could. | PENNY: No, no. You may be right about me and Leonard. | SHELDON: Of course I'm right What are the odds I'd be wrong twice in one week?",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
193,train,"CHANDLER: Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",ROSS: After the party I saw Rachel kissing that jerk from her office out on your balcony.,1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
192,train,ROSS: Uh yes! Thank you.,"RACHEL: We're not gonna do that. | PERSON1: Well, if you like you can feel Rachel's and then feel mine to compare. | PERSON2: Am I interrupting?",1,4,2,6,2,0,"phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context",1,1,1,1,0,0
61,train,AMY: It was very entertaining... despite the glaring story problem.,"AMY: I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me Raiders of the Lost Ark  for the first time. | SHELDON: My apologies. I chose my words poorly.
I should have said you were about to have your world rocked on my couch. | SHELDON: Anyway, thank you for watching it.
It's one of my all-time favorites.",1,4,2,6,2,0,"qwen2.5_14b_context, phi3_medium_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_no_context, phi3_medium_no_context",1,1,0,1,0,1
190,train,MONICA: Cover yourself up!,"JOEY: You said, you wanna come in for some lemonade? | MONICA: So?! | JOEY: Whoa, ah!! We're you just gonna give me some lemonade? | MONICA: Yeah huh!!",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
462,train,"AMY: ...so anyway, to make a long story short, turns out I have an unusually firm cervix.","SHELDON: And here's where we are. The runts in a large litter.
unlikely to ever reach the nourishing teats of Indiana Jones. | LEONARD: So I guess it's a good thing we stopped for dinner. | RAJ: You know, guys, when facing disappointment, Eat, Pray, Love  teaches us | HOWARD: Oh, shut up.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
187,train,ROSS: I mean if you hadn't initiated it I-I-I know I would've.,"ROSS: Yeah. Listen about that, the whole uh, who came on to who thing really doesn't matter. I mean, I think it would've happened either way.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
221,train,"PENNY: Of course, it is... it's been in the news. And it's a very famous boson.","SHELDON: There are some charts in the back where I kept track of shape, color and consistency. | PENNY: Disgusting. | LEONARD: No, what's disgusting is he's still keeping track. | PENNY: Why do you need all this stuff...? | LEONARD: No, no, no, no... Sorry! | SHELDON: I am glad you asked. | SHELDON: Yeah, are you familiar with the Higgs boson?",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
405,train,DOROTHY: Because it wears a little sunbrella Rose.,"DOROTHY: It is not a fly Rose | ROSE: Spanish fly is not a fly? | DOROTHY: No, it's a beetle. | ROSE: They call it a fly but its really a beetle? | DOROTHY: Yes | ROSE: How did they know its Spanish?",1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
508,train,"HOWARD: Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?","RAJ: It's actually a very elegant system. You know, what goes around comes around. | HOWARD: Speaking of what goes around comes around... | RAJ: Okay, look. Instead of trying to reinforce this structure here, what if we just ran another line, bypass it entirely? | SHELDON: It won't work. The diameter of the tubing is insufficient. | RAJ: What if we reposition the collection tank? | SHELDON: It won't work. No way to mount it.",1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
241,train,PENNY: We've kind of been involved in a five-year experiment.,"SHELDON: in town were starting to say I was a witch. | PERSON: Sheldon thinks the approach in this paper might change the way we calculate ferromagnetic hysteresis. | PENNY: Oh, it's about time. I hated the old way. | PENNY: Hi. I'm Penny. | PERSON: Alex.
Uh, do you work with Dr. Hofstadter? | PENNY: In a way.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
256,train,MONICA: What is the matter with your face?!,"MONICA: Let's try a look .. of far off .. wonderment. Okay, we'll-we'll gaze into our future and we'll think about our marriage and the days to come. Chandler!",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
325,train,"PERSON: Whoa, whoa, whoa.","PERSON: What? | MONICA: Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else. And y'know what, I get excited about stupid stuff, like when I my",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
100,train,MEMBER-BOY: You got off to a really good start with the group.,"SCOTT: It was being sarcastic, alright I see I see | SCOTT: I didn't realise the sarcasm was going to be so full on. I ll just stand back and start again | MEMBER-BOY: Oh, we wouldn't bother.",1,4,2,6,2,0,"phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context",1,1,1,1,0,0
13,train,JOEY: Okay?,"JOEY: I don't know. But hey, I know we can decide. Okay, I'm gonna ask you questions and you answer real quick.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
336,train,CHANDLER: And you are gonna make them all disappear.,"ROSS: This would be the place where you explain the hat | JOEY: Oh, Okay. This is called the top hat? | ROSS: And why are you wearing this? Is it top hat? | JOEY: Oh , yeah. There's this play right. And I am up for the part of this real cool like suave, international guy. A real close horse. So I figured everyone in the audition is gonna be wearing this kind of, you now, ultra hip, high fashion stuff.",1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
147,train,CHANDLER: You building a post office?,"JOEY: Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step.",1,4,2,6,2,0,"qwen2.5_14b_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_no_context, phi3_medium_context",1,1,0,1,1,0
9,train,"PHOEBE: Uh-huh, well! But umm, still I'm-I'm mad at you.","PERSON: I knew it, wow!! | PHOEBE: Wait-wait-wait, wait! Puppies. Cute or ugly? | PERSON: Ohh, so cute.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
337,train,"SHELDON: Amy, I can't just ask Wil Wheaton to leave. He's a minor celebrity. Once you explain who he is, many people recognize him.","SHELDON: What do you think? | AMY: Can I speak to you for a second? | SHELDON: I'll be right back. | SHELDON: Feel free to play with yourself. | AMY: I don't care for your friend, he's being rude to me. | AMY: You need to ask him to leave.",0,4,2,6,0,2,"gemma2_9b_no_context, qwen2.5_14b_context","gemma2_9b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",0,1,1,0,0,0
392,train,"SHELDON: You know, I've always wanted to go to a Goth nightclub.","LEONARD: Howard, what did you do? | HOWARD: They're called tattoo sleeves. Look. | HOWARD: I got them online. Raj got a set, too. | HOWARD: Fantastic, right? | HOWARD: Put them on, have hot sex with some freaky girl with her business pierced, take them off, and I can still be buried in a Jewish cemetery.",1,4,2,6,2,0,"phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context",1,1,1,1,0,0
393,train,"PERSON: That's very thoughtful, but I think I'll finish my coffee first.","LEONARD: And shake twice for Texas. | LEONARD: Something his mother taught him. | SHELDON: All right, Elizabeth, the bathroom is yours. The seat is down, and has been sanitized for your protection.",0,4,2,6,0,2,"gemma2_9b_context, qwen2.5_14b_context","gemma2_9b_no_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,0,1,0,0,0
71,train,CHANDLER: That monkey has got a Ross on its ass!,CHANDLER: Hey!,1,4,2,6,2,0,"phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context",1,1,1,1,0,0
395,train,"RACHEL: Yeah, I'm fine.","PERSON: Hi. Well, look, I was just gonna leave a message, isn't tonight your, your big anniversary dinner? | RACHEL: Yeah. Well, umm..... | PERSON: Rach, are you okay?",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
224,train,HOWARD: And here I am in the trap. You just keep talking. I'm gonna chew my leg off.,"BERNADETTE: You heard what he said about his parents. 
It was the little things they kept bottled up. 
I don't want that to happen to us. | HOWARD: How can I convince you it won't? | BERNADETTE: Well, is there anything about me you're keeping inside? | HOWARD: I'm not answering that. 
It's a trap. | BERNADETTE: So there<i> are</i> things you don't like.",1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
242,train,"DOROTHY: No Blanche, with a venus fly trap","DOROTHY: Morning everybody, Rose honey I hope you don't mind, I borrowed your golf club, I have a date to play this morning. | BLANCHE: With a man?",1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
154,train,"ROSS: On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",RACHEL: It's one more thing in my life that's suddenly completely different. This is hard. | ROSS: Yeah I know.,0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
402,train,CHANDLER: And the bunny got away!,JOEY: Look out! You almost crushed my hat | ROSS: Sorry,1,4,2,6,2,0,"qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, phi3_medium_context",1,1,1,0,1,0
404,train,MEMBER-GIRL: Nooo,"MODERATOR: Well we have a new member of Sarcasmoholics Anonymous this week | MODERATOR: Perhaps you would like to introduce yourself? | SCOTT: Hi everybody, my name is Scott and I am a sarcasmholic.",1,4,2,6,2,0,"phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context",1,1,1,1,0,0
227,train,"PHOEBE: Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.","CHANDLER: Oh, I'll go out and get you some. | MONICA: Really?! | CHANDLER: Nope! Because I'm not your boyfriend. Hey Pheebs, how did it go?",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
164,train,"SHELDON: I'm not going to bother him, I'm going to talk to him.","LEONARD: I guess they really do read their mail. | SHELDON: Hey, isn't that Professor Proton? | LEONARD: Oh, yeah. | SHELDON: Look at him, just standing in line like he wasn't moderately famous 30 years ago. | SHELDON: - Let's go say hello. | LEONARD: - Oh, maybe we shouldn't bother him.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
504,train,"PHOEBE: Stating the obvious, but thank you. And it's not weird is it.","PHOEBE: Yes. Great, let's begin.  How's the pressure? | MONICA: Nice! Wow Phoebe you are good!",1,4,2,6,2,0,"phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context",1,1,1,1,0,0
502,train,"RACHEL: Ross-Ross, you have no idea what this means to me!","RACHEL: I would love to live with you Ross.. that's-that's great! Thank you! | ROSS: Well, I'm-I'm just glad I could, y'know, help you out.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
231,train,"RAJ: I've got some feelers out. In the meantime, listen to this.","SHELDON: but it was between you and the Museum of Natural History, and frankly, you don't have dinosaurs. | SHELDON: I'll miss you, too. Bye-bye. | SHELDON: Okay, I know you're texting about me and I'd really like you to stop. | RAJ: Oh, dear, I am rightly and truly screwed. | LEONARD: Hey, I thought you were finding new friends.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
45,train,CHANDLER: I'll catch you guys later.,"CHANDLER: Hi, excuse me, is Rachel Green here? I'm supposed to meet her for lunch. | PERSON: Oh she doesn't come here anymore. You can find her up on 10th. | CHANDLER: Okay great.",0,4,2,6,0,2,"gemma2_9b_context, qwen2.5_14b_context","gemma2_9b_no_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,0,1,0,0,0
440,train,ROSS: DANGER,RACHEL: I don't like sitting up here! I'm just gonna over | PHOEBE: No Rachel! They got here first! Why is Ross doing that?,0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
238,train,PHOEBE: It's my friends.,"PERSON: Nothing, nothing. | PHOEBE: Aaaah, what's wrong, c'mon. | PERSON: It's, I mean, it's nothing, I'm fine.",0,4,2,6,0,2,"gemma2_9b_context, gemma2_9b_no_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,0,0,0,0
255,train,"PENNY: Wow, there's a Denny's in Vegas you can actually get married in.","PERSON1: Stuart: It's just my dad, probably calling to wish me a happy birthday. I'll call him back. | PERSON1: You were saying? | PERSON2: Look, Raj, be honest with me. If you want to end things, just do it. Don't expect me to do it for you. | RAJ: End things? I'm trying to tell you that I love you. | HOWARD: Happy birthday to you. | PERSON1: Wow, there's a Denny's in Vegas you can actually get married in.",0,4,2,6,0,2,"gemma2_9b_no_context, phi3_medium_context","gemma2_9b_context, qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_no_context",0,1,0,0,1,0
458,train,"CHANDLER: Joey if I go first, I want to be looking for my keys","PERSON: When their pets pass on, they want them sort of laid out like they are sleeping. But, occassionally theres a person who wants them in a pose like chasing their tail or uh, jumping to catch a frizbee.",1,3,3,6,3,0,"qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context",1,1,1,0,0,0
352,train,"LEONARD: Excuse me, but what about me? Why don't I get a shot?","HOWARD: Unlike you, I can actually talk to women when I'm sober. | RAJ: You fail to take into account that even mute, I am foreign and exotic, while you, on the other hand, are frail and pasty. | HOWARD: You know the old saying, ""Pasty and frail never fail.""",0,3,3,6,0,3,"gemma2_9b_context, gemma2_9b_no_context, phi3_medium_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_no_context",1,1,0,0,1,0
356,train,"JOEY: Hey, does somebody wanna hand me one of those tiles.","CHANDLER: Have you seen Joey? | MONICA: What's the matter? | CHANDLER: Oh, just this!  Y'know what it's my fault really, because the couch is usually where we",0,3,3,6,0,3,"gemma2_9b_context, gemma2_9b_no_context, phi3_medium_context","qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_no_context",1,1,0,0,1,0
353,train,"CHANDLER: Okay, now much have you won so far?","JOEY: Well, what did you have? | CHANDLER: It doesn't matter because nothing beats a three and a six. That my friend is D-Cup.",0,3,3,6,0,3,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context","qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,0,0,0
355,train,"CHANDLER: No, no the actual cartoon character .. Of course the baloon.",CHANDLER: The most unbelievable thing has happened. Underdog has gotten away.,1,3,3,6,3,0,"qwen2.5_14b_context, qwen2.5_14b_no_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, phi3_medium_context",1,1,0,0,1,0
93,train,"ROSS: So to sum up, I'm Professor Geller.","ROSS: Whoa Let me start by uh, by introducing myself, I am Professor Geller.",0,3,3,6,0,3,"gemma2_9b_no_context, qwen2.5_14b_context, qwen2.5_14b_no_context","gemma2_9b_context, phi3_medium_context, phi3_medium_no_context",0,1,1,1,0,0
36,train,"RACHEL: Yeah, I don't think so Joe.","JOEY: Uhh, well I've got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one? | RACHEL: Yeah, sure. Umm .. here. | JOEY: Great.  You got anything that's not",0,3,3,6,0,3,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context","qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,0,0,0
86,train,CHANDLER: The whole thing! Can we go?,"JOEY: You liked it? You really liked it? | CHANDLER: Oh-ho-ho, yeah! | JOEY: Which part exactly?",1,3,3,6,3,0,"qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context",1,1,1,0,0,0
424,train,"DOROTHY: No, its because I cannot make any sense of those commercials for obsession.","DOROTHY: Sorry I snapped at your Rose. It's just that I am upset, I am very upset. | ROSE: Is it because you threw Michael out?",1,3,3,6,3,0,"qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context",1,1,1,0,0,0
428,train,DOROTHY: The liberarche marquee at Caesar's palace,"DOROTHY: Whop, it is really coming down. | ROSE: Whats coming down?",1,3,3,6,3,0,"qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context",1,1,1,0,0,0
432,train,CHANDLER: Actually I yesterday I was smoking again. Today I am smoking still.,PHOEBE: Boy do I feel bad | MONICA: very bad. | PHOEBE: Chandler what are you doing? | MONICA: Chandler?,1,3,3,6,3,0,"qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context",1,1,1,0,0,0
49,train,"MONICA: Well, don't  'cha wanna?","PHOEBE: It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know. | MONICA: Phoebe why don't you just call her? You obviously want to. | PHOEBE: You think you know me so well.",0,3,3,6,0,3,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context","qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,0,0,0
412,train,"SHELDON: Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.","HOWARD: I promised my mother. | RAJ: I suppose you could have your android penis circumcised. | RAJ: But that's something your rabbi would have to discuss with the manufacturer. | SHELDON: Not to mention you'd have to power down on saturdays. | LEONARD: Sheldon, why is this letter in the trash?",1,3,3,6,3,0,"gemma2_9b_context, qwen2.5_14b_context, qwen2.5_14b_no_context","gemma2_9b_no_context, phi3_medium_context, phi3_medium_no_context",0,1,0,0,1,1
48,train,"CHANDLER: The Jamestown colony of Virginia. You see King George is giving us the land, so.","CHANDLER: Rach rach, we gotta settle | RACHEL: Settle what?",1,3,3,6,3,0,"qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context","gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context",1,1,1,0,0,0
408,train,ROSS: I was thkinking about maybe going into the Robot.,"MONICA: Hey, you haven't been practising the routine have you? | ROSS: No!",0,3,3,6,0,3,"gemma2_9b_context, gemma2_9b_no_context, qwen2.5_14b_context","qwen2.5_14b_no_context, phi3_medium_context, phi3_medium_no_context",1,1,1,0,0,0
